"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Atf4",2.38223495514021e-18,0.270340326629902,0.579,0.648,4.09601478186808e-14,"0","Atf4"
"2010111I01Rik",3.98655377258724e-18,0.265331873119817,0.461,0.484,6.85448055658651e-14,"0","2010111I01Rik"
"Ctnnb1",9.05162584733751e-18,0.253062983235279,0.595,0.655,1.55633654819121e-13,"0","Ctnnb1"
"Fubp1",1.98188268952254e-17,0.250542500720619,0.486,0.539,3.40764909636506e-13,"0","Fubp1"
"Nrros",4.47704247496666e-17,0.264386710627806,0.499,0.559,7.69782683145768e-13,"0","Nrros"
"Ewsr1",6.23629574281858e-17,0.262406190399676,0.5,0.567,1.07226869002023e-12,"0","Ewsr1"
"Lrrfip2",2.49268475781357e-16,0.250414845405628,0.524,0.592,4.28592217258465e-12,"0","Lrrfip2"
"Znrf1",3.81481878729207e-16,0.285306194913837,0.345,0.349,6.55919942286998e-12,"0","Znrf1"
"Med28",4.65369045807387e-16,0.2545197218291,0.438,0.484,8.00155537361221e-12,"0","Med28"
"Raf1",5.73042401242612e-16,0.296993350683816,0.393,0.414,9.85289104696547e-12,"0","Raf1"
"Ppp4r2",1.08587371253232e-15,0.314166032544133,0.451,0.503,1.86705126132807e-11,"0","Ppp4r2"
"Tra2a",1.44764732311056e-15,0.262423758934533,0.475,0.528,2.48908480735629e-11,"0","Tra2a"
"Naa50",3.85874569452897e-14,0.285647875724731,0.465,0.516,6.63472734717312e-10,"0","Naa50"
"Irak3",5.77566197827611e-14,0.250017016038007,0.283,0.268,9.93067320544795e-10,"0","Irak3"
"Asph",8.87935205424708e-14,0.284658574881829,0.348,0.361,1.52671579220724e-09,"0","Asph"
"Sav1",2.61513007673492e-13,0.254626025092455,0.456,0.513,4.49645465393802e-09,"0","Sav1"
"Mknk2",3.90448122596017e-13,0.264052283399065,0.458,0.521,6.71336501991591e-09,"0","Mknk2"
"Lrrc8d",6.7387705544206e-13,0.26137609449187,0.431,0.474,1.15866420912708e-08,"0","Lrrc8d"
"Rell1",1.65277185051617e-12,0.307405875188413,0.319,0.327,2.84177591977751e-08,"0","Rell1"
"Stxbp5",4.36821084874655e-12,0.311352220849908,0.287,0.288,7.51070173333482e-08,"0","Stxbp5"
"Acsl1",1.11687338308762e-11,0.34928518023678,0.332,0.347,1.92035209488085e-07,"0","Acsl1"
"Abr",3.20627244575056e-11,0.274142394436122,0.479,0.553,5.51286484322352e-07,"0","Abr"
"Cyb5r1",2.13972931814594e-10,0.270059707083483,0.28,0.282,3.67905058962013e-06,"0","Cyb5r1"
"Lrrc41",1.28515787209e-09,0.282912499481614,0.327,0.352,2.20970044527155e-05,"0","Lrrc41"
"Camk2d",6.50381939456809e-09,0.269773755007995,0.394,0.421,0.000111826670670204,"0","Camk2d"
"Hist1h1c",7.17399753673354e-09,0.358323901211568,0.462,0.511,0.000123349713646596,"0","Hist1h1c"
"Irak2",7.57505214086882e-09,0.252746273528535,0.261,0.26,0.000130245446510099,"0","Irak2"
"Itpr2",6.56148135324913e-08,0.436732224730594,0.351,0.387,0.00112818110387765,"0","Itpr2"
"Tm2d1",3.46955190194068e-07,0.252888579807117,0.316,0.347,0.00596554754019681,"0","Tm2d1"
"P4ha1",9.42709629062998e-07,0.262930349074621,0.328,0.358,0.0162089493621092,"0","P4ha1"
"Igf2r",2.06032387223064e-06,0.272501554694824,0.328,0.345,0.0354252086591337,"0","Igf2r"
"Plekhm2",4.43843338428143e-06,0.294547230358804,0.342,0.386,0.0763144236093349,"0","Plekhm2"
"Ddit3",5.89537003169008e-06,0.31149529664961,0.263,0.273,0.101364992324879,"0","Ddit3"
"Azin1",0.0031870781562802,0.252836451231147,0.455,0.53,1,"0","Azin1"
"Tfrc",0.00393956208014452,0.353761330475511,0.241,0.256,1,"0","Tfrc"
"Csf3r",0,1.8905260699723,0.878,0.287,0,"1","Csf3r"
"Cxcr2",0,1.64680712787036,0.699,0.116,0,"1","Cxcr2"
"Il1r2",0,1.61376330953529,0.836,0.365,0,"1","Il1r2"
"Sell",0,1.35594613131681,0.646,0.172,0,"1","Sell"
"Mmp9",0,1.3521058278492,0.702,0.228,0,"1","Mmp9"
"Ifitm1",0,1.34594839560722,0.937,0.742,0,"1","Ifitm1"
"Slfn1",0,1.31637632246984,0.686,0.27,0,"1","Slfn1"
"Ier31",0,1.2868287955855,0.917,0.73,0,"1","Ier3"
"Srgn",0,1.2354440395348,0.919,0.769,0,"1","Srgn"
"Tarm1",0,1.22934137775837,0.755,0.494,0,"1","Tarm1"
"F630028O10Rik",0,1.18506643276291,0.625,0.389,0,"1","F630028O10Rik"
"Malat11",0,1.09127485621005,0.999,0.95,0,"1","Malat1"
"Mmp81",0,1.09014453046005,0.959,0.75,0,"1","Mmp8"
"Zfp36l1",0,1.08401160891326,0.838,0.645,0,"1","Zfp36l1"
"Mxd1",0,1.0705961580473,0.666,0.412,0,"1","Mxd1"
"Asprv1",0,1.07003561154437,0.408,0.109,0,"1","Asprv1"
"Txnip",0,1.04534029985522,0.893,0.756,0,"1","Txnip"
"Fyb",0,1.01695533342325,0.702,0.584,0,"1","Fyb"
"Lst11",0,0.986580056415658,0.823,0.706,0,"1","Lst1"
"Hp",0,0.98380363742586,0.482,0.202,0,"1","Hp"
"Klf2",0,0.974137910219585,0.597,0.339,0,"1","Klf2"
"Cpd1",0,0.971600216551244,0.821,0.739,0,"1","Cpd"
"Egln3",0,0.961829303291341,0.482,0.221,0,"1","Egln3"
"C31",0,0.960190477615001,0.81,0.553,0,"1","C3"
"Selplg",0,0.951992529655252,0.817,0.731,0,"1","Selplg"
"S100a8",0,0.934890228846402,0.942,0.807,0,"1","S100a8"
"Ccr1",0,0.89798412438969,0.896,0.775,0,"1","Ccr1"
"S100a6",0,0.890494460152851,0.993,0.965,0,"1","S100a6"
"Sorl1",0,0.870861720370342,0.669,0.432,0,"1","Sorl1"
"Fxyd51",0,0.851565012009873,0.987,0.916,0,"1","Fxyd5"
"Gmfg",0,0.847431029880693,0.859,0.772,0,"1","Gmfg"
"Btg11",0,0.837974279888908,0.941,0.859,0,"1","Btg1"
"Tyrobp1",0,0.824382215790975,0.996,0.951,0,"1","Tyrobp"
"Emilin21",0,0.811848120305418,0.873,0.782,0,"1","Emilin2"
"Alox5ap",0,0.81099390031186,0.948,0.852,0,"1","Alox5ap"
"Cd24a",0,0.800354612559282,0.775,0.651,0,"1","Cd24a"
"H3f3b1",0,0.79840022161051,0.99,0.944,0,"1","H3f3b"
"S100a9",0,0.797661116239156,0.899,0.738,0,"1","S100a9"
"Slfn2",0,0.784922015422505,0.89,0.844,0,"1","Slfn2"
"AC110211.1",0,0.78314323854268,0.36,0.095,0,"1","AC110211.1"
"Grina1",0,0.762314403114386,0.847,0.805,0,"1","Grina"
"Pglyrp1",0,0.757834435948859,0.691,0.28,0,"1","Pglyrp1"
"Emb",0,0.754684952158602,0.886,0.805,0,"1","Emb"
"S100a11",0,0.68330341514463,0.974,0.932,0,"1","S100a11"
"Coro1a",0,0.639097520716567,0.908,0.84,0,"1","Coro1a"
"Mcl1",0,0.604723712077592,0.895,0.883,0,"1","Mcl1"
"Prdx51",0,0.581000783003895,0.949,0.908,0,"1","Prdx5"
"Eif1",0,0.531388486754839,0.983,0.949,0,"1","Eif1"
"Lcn2",0,0.5015190230843,0.731,0.329,0,"1","Lcn2"
"Jaml",2.07244004658351e-302,0.961791757782556,0.596,0.351,3.56335341609569e-298,"1","Jaml"
"Upp11",5.71942873131998e-299,0.979701190438896,0.636,0.448,9.83398576063157e-295,"1","Upp1"
"Ly6a",1.34794245419949e-298,1.44702232549249,0.413,0.167,2.3176522557506e-294,"1","Ly6a"
"Lcp1",5.60553388738941e-296,0.46211344831598,0.962,0.919,9.63815496597735e-292,"1","Lcp1"
"Stfa2l1",6.02184529935705e-296,1.37247605233056,0.405,0.152,1.03539608077145e-291,"1","Stfa2l1"
"Gpr141",1.0075243551924e-295,0.802013112490834,0.734,0.662,1.73233737631781e-291,"1","Gpr141"
"Map1lc3b",1.24766331340197e-295,0.61841754284182,0.829,0.834,2.14523230106334e-291,"1","Map1lc3b"
"Son",4.71497454359092e-291,0.641299310678294,0.809,0.812,8.10692723025023e-287,"1","Son"
"Ptprc",1.71752913162038e-288,0.595637371065259,0.839,0.832,2.95311958890808e-284,"1","Ptprc"
"Myl12b",1.50851505686831e-285,0.587549154475739,0.814,0.828,2.59374078877937e-281,"1","Myl12b"
"Tpd52",6.21751739199376e-279,0.685922538090288,0.769,0.752,1.06903994037941e-274,"1","Tpd52"
"Itm2b1",6.65514666215854e-279,0.434036868894999,0.96,0.912,1.14428591709154e-274,"1","Itm2b"
"Il1b",2.69883002565068e-276,1.07429333832079,0.289,0.082,4.64036834610379e-272,"1","Il1b"
"Vasp",2.21400615943125e-274,0.668707759377796,0.781,0.762,3.80676219052609e-270,"1","Vasp"
"Rabac11",1.43972710272884e-258,0.653608445260467,0.77,0.782,2.47546678043196e-254,"1","Rabac1"
"Lilra6",3.83050092877024e-256,0.904506549605016,0.461,0.241,6.58616329692754e-252,"1","Lilra6"
"Taldo11",8.9307914077651e-252,0.467167096394612,0.89,0.898,1.53556027465113e-247,"1","Taldo1"
"Cd52",6.0673889820133e-246,0.396660090023489,0.973,0.935,1.04322686156737e-241,"1","Cd52"
"Gsr1",3.13048919651865e-243,0.868746980308409,0.72,0.671,5.38256312449417e-239,"1","Gsr"
"Slpi1",3.96421441216102e-241,0.979124302074782,0.601,0.416,6.81607026026966e-237,"1","Slpi"
"Ubb1",9.54266931065348e-237,0.433480912318999,0.953,0.924,1.64076656127376e-232,"1","Ubb"
"Sirpb1c",8.93511025295043e-236,0.856489388119605,0.488,0.293,1.5363028568923e-231,"1","Sirpb1c"
"Clec4d1",4.78642326212586e-234,0.562690843890727,0.823,0.695,8.2297761568992e-230,"1","Clec4d"
"Cd47",9.01304375422033e-231,0.579917737243194,0.804,0.815,1.54970274310064e-226,"1","Cd47"
"Tgfbi",1.80615194606077e-228,0.712659362253689,0.773,0.657,3.10549765605689e-224,"1","Tgfbi"
"Ifitm2",5.43188371602225e-228,0.840337301026162,0.771,0.767,9.33958086132866e-224,"1","Ifitm2"
"Id1",3.82862686594951e-221,0.9137045878801,0.533,0.341,6.58294103331359e-217,"1","Id1"
"Fpr1",1.42093338129367e-220,0.771293971790283,0.372,0.164,2.44315285579633e-216,"1","Fpr1"
"Vsir",2.11897862233465e-217,0.71053970890358,0.677,0.624,3.6433718432422e-213,"1","Vsir"
"F101",2.13344374505077e-216,0.694844012326745,0.745,0.645,3.66824317524029e-212,"1","F10"
"Arg21",9.6986410886543e-214,0.683145029119727,0.437,0.226,1.66758434878322e-209,"1","Arg2"
"Cebpb1",8.53628377292034e-205,0.466586009237337,0.912,0.853,1.46772863191592e-200,"1","Cebpb"
"H3f3a1",3.74704904822662e-203,0.306000063101606,0.976,0.955,6.44267613352085e-199,"1","H3f3a"
"Cdk2ap2",3.26153982853733e-202,0.819058967557719,0.662,0.659,5.60789158118708e-198,"1","Cdk2ap2"
"Chil1",2.47983342620914e-196,0.595107857518428,0.307,0.111,4.263825593024e-192,"1","Chil1"
"Ly6e",2.13815176680224e-193,0.644713361759366,0.774,0.719,3.67633814783978e-189,"1","Ly6e"
"Gnai2",1.06109276892015e-191,0.33545539688479,0.969,0.929,1.8244429068813e-187,"1","Gnai2"
"Gm5483",9.88433235166263e-187,1.43864544067657,0.577,0.423,1.69951210454487e-182,"1","Gm5483"
"Mcemp11",2.10856212521854e-185,0.784776970246561,0.629,0.53,3.62546171810076e-181,"1","Mcemp1"
"Pbxip1",3.87625510865104e-185,0.737423401925391,0.631,0.576,6.66483303381459e-181,"1","Pbxip1"
"Pygl",2.19564268732074e-183,0.576808938323237,0.727,0.738,3.77518803657928e-179,"1","Pygl"
"Ltb",3.01484189792101e-183,0.780665190912521,0.423,0.231,5.18371915928539e-179,"1","Ltb"
"Gng51",1.7325308445162e-182,0.325677913269546,0.939,0.923,2.97891353406116e-178,"1","Gng5"
"Ier51",1.22283805810167e-179,0.681650772848613,0.647,0.613,2.10254775710001e-175,"1","Ier5"
"Gabarap1",5.3345830520433e-179,0.316318462245288,0.963,0.938,9.17228209968325e-175,"1","Gabarap"
"Rps27",2.01955576243919e-177,0.362701672921039,0.96,0.934,3.47242417793794e-173,"1","Rps27"
"Rac2",1.14507667902468e-170,0.512524618266416,0.744,0.775,1.96884484191504e-166,"1","Rac2"
"Neat1",1.6289503090472e-170,0.416654745454342,0.903,0.891,2.80081716137576e-166,"1","Neat1"
"Serp1",2.78954896727732e-168,0.478837072822325,0.841,0.861,4.79635049433663e-164,"1","Serp1"
"Wfdc211",4.63133951959366e-168,0.474594845634592,0.879,0.753,7.96312516998933e-164,"1","Wfdc21"
"Ddx5",5.6946522475914e-168,0.409650352768022,0.848,0.872,9.79138507450866e-164,"1","Ddx5"
"Cd33",4.01652255113595e-167,0.590594070175072,0.716,0.706,6.90600887442315e-163,"1","Cd33"
"Zfp36",1.092104484071e-166,0.716714301146187,0.64,0.598,1.87776444991168e-162,"1","Zfp36"
"Dmxl2",4.19973752707147e-165,0.767195930712534,0.617,0.58,7.22102870404669e-161,"1","Dmxl2"
"Nfam1",1.11590729162022e-159,0.602505407012923,0.703,0.717,1.91869099721181e-155,"1","Nfam1"
"Gda",9.43082410265847e-154,0.715991015938691,0.635,0.585,1.6215358962111e-149,"1","Gda"
"Dazap21",2.10503267540523e-152,0.446200039380823,0.777,0.844,3.61939318209175e-148,"1","Dazap2"
"Cyp4f18",7.72155126444083e-151,0.697030647551395,0.398,0.235,1.32764352440796e-146,"1","Cyp4f18"
"Lrg1",8.21669948081138e-150,0.56235511971637,0.292,0.125,1.41277930873071e-145,"1","Lrg1"
"Tmcc1",3.72109468812377e-149,0.698282706136879,0.634,0.62,6.39805020676002e-145,"1","Tmcc1"
"Junb",1.34361848203048e-148,0.645342067877794,0.674,0.685,2.3102176180032e-144,"1","Junb"
"Pkm1",3.95413272027879e-147,0.353405025564124,0.895,0.905,6.79873579924736e-143,"1","Pkm"
"H2-D1",1.60583449090779e-145,0.387847941011385,0.887,0.886,2.76107182366686e-141,"1","H2-D1"
"Iqgap1",1.00330823516931e-144,0.325874544868644,0.922,0.901,1.72508817955012e-140,"1","Iqgap1"
"Sirpb1b",4.1570606926216e-144,0.63161756816909,0.295,0.143,7.14765015489357e-140,"1","Sirpb1b"
"Arpc1b",4.23036195509252e-144,0.268236520834734,0.959,0.942,7.27368434558607e-140,"1","Arpc1b"
"Ypel3",5.28064520730652e-144,0.716435667143775,0.571,0.515,9.07954136944283e-140,"1","Ypel3"
"Picalm",2.45596362093755e-143,0.610676793478181,0.678,0.711,4.22278384984003e-139,"1","Picalm"
"2310001H17Rik",3.05586385377416e-142,0.783581192431159,0.392,0.245,5.25425231017928e-138,"1","2310001H17Rik"
"Msrb11",3.71216219985033e-136,0.369849621142947,0.85,0.889,6.38269168642266e-132,"1","Msrb1"
"Ltb4r1",1.65870903856166e-135,0.732136317913176,0.531,0.448,2.85198432090292e-131,"1","Ltb4r1"
"Aldoa1",9.25841616902289e-134,0.331647687805563,0.901,0.914,1.5918920761018e-129,"1","Aldoa"
"Clic1",1.18021202217468e-130,0.36356706034886,0.836,0.866,2.02925655092714e-126,"1","Clic1"
"Ostf11",2.34097766476132e-130,0.34711773405184,0.834,0.885,4.02507699679062e-126,"1","Ostf1"
"Pira2",2.73933150128614e-130,0.747900239139051,0.579,0.547,4.71000658331139e-126,"1","Pira2"
"Ube2d31",3.6207580333424e-130,0.370039808567545,0.818,0.877,6.22553136252893e-126,"1","Ube2d3"
"Gpsm3",3.31516510332376e-126,0.548215442733064,0.665,0.741,5.70009487865487e-122,"1","Gpsm3"
"Cd441",9.77201571860278e-125,0.424976439160917,0.818,0.828,1.68020038265656e-120,"1","Cd44"
"Cxcl2",2.1227375899648e-122,0.382097718602294,0.338,0.184,3.64983501218547e-118,"1","Cxcl2"
"Myh9",5.69153452576951e-122,0.37544633181907,0.818,0.849,9.78602446360809e-118,"1","Myh9"
"Notch11",7.76407129711841e-122,0.674395915419517,0.595,0.583,1.33495441882654e-117,"1","Notch1"
"Samhd1",1.10941449974591e-119,0.557217186316839,0.67,0.727,1.90752729086311e-115,"1","Samhd1"
"Arpc2",5.30531425112554e-117,0.257590897743646,0.952,0.935,9.12195732338524e-113,"1","Arpc2"
"2810474O19Rik",2.09567913133931e-116,0.756549906487874,0.6,0.611,3.60331069842481e-112,"1","2810474O19Rik"
"Samsn1",7.99918907154639e-116,0.709522160285137,0.513,0.422,1.37538056896169e-111,"1","Samsn1"
"Rab32",3.75254895331337e-115,0.726564288691815,0.516,0.465,6.45213267032701e-111,"1","Rab32"
"Bst11",2.34971650264264e-111,0.470934220508042,0.657,0.621,4.04010255464376e-107,"1","Bst1"
"Ube2b",2.78214791514975e-111,0.516927622379826,0.647,0.722,4.78362512530848e-107,"1","Ube2b"
"Kdm7a",1.62288894946909e-110,0.626586249160802,0.59,0.603,2.79039525971716e-106,"1","Kdm7a"
"Atox1",4.33628476211966e-109,0.335316688868692,0.876,0.885,7.45580801998854e-105,"1","Atox1"
"Rasgrp4",2.05239104554999e-105,0.671204915760905,0.461,0.371,3.52888116371866e-101,"1","Rasgrp4"
"Nt5e",3.10380736644789e-105,0.640328660187622,0.332,0.199,5.33668638587051e-101,"1","Nt5e"
"Lsp1",7.61311484388041e-102,0.361985973158803,0.811,0.827,1.3089989662568e-97,"1","Lsp1"
"Qsox1",9.73339024505426e-102,0.871168200059198,0.46,0.384,1.67355911873463e-97,"1","Qsox1"
"Pnrc1",1.26019831921403e-101,0.624031815841765,0.591,0.607,2.16678499005661e-97,"1","Pnrc1"
"Fas",3.5258163756575e-101,0.767937809449175,0.37,0.251,6.06228867630551e-97,"1","Fas"
"Fgr",3.63984244332104e-100,0.651263977660217,0.517,0.486,6.2583450970462e-96,"1","Fgr"
"Adipor11",5.99918058737052e-100,0.543101659151381,0.651,0.731,1.03149911019249e-95,"1","Adipor1"
"Hist1h2bc",3.05545269524283e-99,0.751809404838692,0.5,0.428,5.25354536420052e-95,"1","Hist1h2bc"
"Thbs11",3.71485841788875e-98,0.444138642665906,0.744,0.644,6.38732756371792e-94,"1","Thbs1"
"Trem1",1.25400401781053e-95,0.567305735915762,0.264,0.145,2.15613450822343e-91,"1","Trem1"
"Scand11",4.55212902335717e-95,0.331247125897212,0.792,0.86,7.82693064276032e-91,"1","Scand1"
"Cnn2",2.03170627399384e-94,0.53252438929139,0.508,0.426,3.493315767505e-90,"1","Cnn2"
"Ubl5",2.41714769512012e-92,0.32422737680464,0.802,0.859,4.15604374698953e-88,"1","Ubl5"
"Hcar2",1.67158479166218e-91,0.684904117123534,0.379,0.265,2.87412289078396e-87,"1","Hcar2"
"Pirb",5.29789279955032e-89,0.500110094420178,0.642,0.702,9.10919687954682e-85,"1","Pirb"
"Stfa2",7.41639720555453e-88,0.638891787445844,0.286,0.15,1.27517533552305e-83,"1","Stfa2"
"Glipr2",2.00793921469287e-87,0.584442114792801,0.536,0.518,3.45245068574291e-83,"1","Glipr2"
"Flot1",1.30392910205668e-84,0.642169094169956,0.508,0.49,2.24197569807626e-80,"1","Flot1"
"Ptpn6",1.88430391363281e-84,0.525141224229032,0.64,0.71,3.23987214910025e-80,"1","Ptpn6"
"Arpc3",1.10199987223135e-83,0.262549111878102,0.857,0.896,1.89477858031458e-79,"1","Arpc3"
"Lyst1",1.76471796429011e-83,0.585176378802872,0.571,0.592,3.03425606780042e-79,"1","Lyst"
"Cap1",2.9245503993157e-82,0.438769183614546,0.661,0.765,5.02847195658341e-78,"1","Cap1"
"Arhgap45",4.94873074199849e-82,0.594756505867886,0.558,0.602,8.50884763779221e-78,"1","Arhgap45"
"Rab44",7.61349301513805e-82,0.553048523682507,0.342,0.233,1.30906398902284e-77,"1","Rab44"
"Calm2",4.24859751017653e-81,0.303599914025963,0.813,0.859,7.30503855899752e-77,"1","Calm2"
"Tlr21",3.15167838762443e-80,0.672123003883782,0.549,0.527,5.41899581968144e-76,"1","Tlr2"
"Eno11",2.61470964778422e-79,0.356758935985371,0.749,0.815,4.49573176840018e-75,"1","Eno1"
"Dhrs7",9.45953175146935e-79,0.735251872684411,0.491,0.481,1.62647188934764e-74,"1","Dhrs7"
"Treml2",2.16841682522087e-76,0.642036677897027,0.359,0.267,3.72837588928476e-72,"1","Treml2"
"Btg2",3.29659336411371e-76,0.641188379405959,0.49,0.457,5.66816263025711e-72,"1","Btg2"
"Fcgr3",4.55452863957996e-75,0.342656691994848,0.776,0.798,7.83105654289379e-71,"1","Fcgr3"
"Hif1a",1.32698766434166e-74,0.567348630566881,0.582,0.645,2.28162259006905e-70,"1","Hif1a"
"Fbxl5",1.53839948823023e-74,0.708131060694918,0.483,0.458,2.64512408006305e-70,"1","Fbxl5"
"Creb51",2.05187826653883e-73,0.540011066838565,0.617,0.663,3.52799949148687e-69,"1","Creb5"
"Rhoa1",2.72203911011153e-73,0.261379308348471,0.827,0.891,4.68027404592576e-69,"1","Rhoa"
"Emp31",8.56377398792299e-73,0.344737924751946,0.784,0.845,1.47245529948348e-68,"1","Emp3"
"Cd300lf",1.38108253210855e-71,0.509129987192669,0.629,0.685,2.37463330570745e-67,"1","Cd300lf"
"Slc16a3",6.30252864974818e-70,0.634240821280604,0.5,0.495,1.0836567760377e-65,"1","Slc16a3"
"Dusp6",1.56218833314535e-69,0.676051011218891,0.375,0.303,2.68602662001011e-65,"1","Dusp6"
"Plp2",2.18642949445029e-69,0.557760220930993,0.549,0.607,3.75934687275782e-65,"1","Plp2"
"Myadm",2.21294423986671e-69,0.569754513493552,0.557,0.615,3.80493632602682e-65,"1","Myadm"
"Rnf1491",2.94479707237808e-69,0.387665380162233,0.706,0.759,5.06328408624686e-65,"1","Rnf149"
"Gsdme",5.17387483421769e-68,0.616768317932119,0.349,0.269,8.8959603899539e-64,"1","Gsdme"
"Cebpd",7.54013725938842e-68,0.723641655064587,0.487,0.486,1.29645120037924e-63,"1","Cebpd"
"Itgam",1.28422538810067e-66,0.276692711309567,0.817,0.822,2.20809713230029e-62,"1","Itgam"
"Cish",5.13629011355124e-65,0.50049789634427,0.603,0.669,8.83133722124e-61,"1","Cish"
"Stk17b",1.08400114683752e-64,0.587622966546428,0.55,0.603,1.86383157187243e-60,"1","Stk17b"
"Tmbim6",6.30964446072242e-64,0.300575023697462,0.75,0.832,1.08488026857661e-59,"1","Tmbim6"
"Nfkbia",8.80407297028684e-64,0.560262891079664,0.608,0.651,1.51377230651112e-59,"1","Nfkbia"
"Il1f91",2.35200137412246e-61,0.492911484175018,0.293,0.192,4.04403116266615e-57,"1","Il1f9"
"Fpr2",2.07275135622772e-60,0.543470197971737,0.381,0.296,3.56388868189793e-56,"1","Fpr2"
"Rbm39",1.76888860334513e-58,0.324576439798859,0.721,0.826,3.04142706459162e-54,"1","Rbm39"
"Plek1",3.49808480905276e-58,0.367847217782967,0.735,0.808,6.01460702068532e-54,"1","Plek"
"D8Ertd738e",8.52166503789124e-58,0.365538010507964,0.665,0.77,1.46521508661502e-53,"1","D8Ertd738e"
"Ncf41",2.16843325813257e-57,0.460008871073349,0.597,0.675,3.72840414403314e-53,"1","Ncf4"
"Srsf5",4.75416673043032e-57,0.408844460047978,0.633,0.761,8.1743142763019e-53,"1","Srsf5"
"Srrm2",6.02810071138512e-57,0.317397878591993,0.71,0.813,1.03647163631556e-52,"1","Srrm2"
"Mapk13",1.20497047988706e-56,0.485050750371174,0.344,0.264,2.07182624311781e-52,"1","Mapk13"
"Lpcat2",1.28525225138677e-56,0.588866641733905,0.457,0.452,2.20986272103442e-52,"1","Lpcat2"
"Eif5a",1.62842592322711e-56,0.291658010961116,0.82,0.87,2.79991553239668e-52,"1","Eif5a"
"Rgs2",2.31316094913459e-55,0.653773624577351,0.468,0.46,3.97724893594201e-51,"1","Rgs2"
"Marcks",2.49818771946264e-55,0.427639316711854,0.667,0.714,4.29538396484406e-51,"1","Marcks"
"Ptgs11",2.42168624997819e-52,0.535525008323429,0.554,0.604,4.1638473382125e-48,"1","Ptgs1"
"Socs3",6.65212624147446e-51,0.62316178146505,0.374,0.326,1.14376658595912e-46,"1","Socs3"
"Eif51",2.24915209114448e-50,0.351901133371961,0.67,0.792,3.86719210551381e-46,"1","Eif5"
"St8sia4",6.44778152357471e-50,0.679054366437073,0.438,0.432,1.10863155516344e-45,"1","St8sia4"
"Il18rap",3.57227246708612e-49,0.505339647730272,0.256,0.177,6.14216527990788e-45,"1","Il18rap"
"Dynll1",5.33875613475815e-49,0.351913089887155,0.713,0.806,9.17945729810317e-45,"1","Dynll1"
"Chmp2a1",8.42681203077698e-49,0.311832541862986,0.659,0.79,1.44890606057179e-44,"1","Chmp2a"
"Pstpip1",1.19272635821329e-48,0.582646640831928,0.484,0.528,2.05077370031193e-44,"1","Pstpip1"
"Gsn",1.32071166397867e-48,0.330285639355616,0.701,0.794,2.27083163504493e-44,"1","Gsn"
"Sub1",1.82054392355055e-48,0.321943974858304,0.737,0.83,3.13024322215282e-44,"1","Sub1"
"Rsrp1",5.21907507438105e-48,0.344665801263327,0.671,0.801,8.97367768289078e-44,"1","Rsrp1"
"Ralbp1",6.30231890979531e-48,0.442287132179638,0.6,0.718,1.08362071335021e-43,"1","Ralbp1"
"Apbb1ip",2.46817340249513e-47,0.455234874687244,0.585,0.711,4.24377734825012e-43,"1","Apbb1ip"
"Brk1",2.93645769562003e-47,0.312054863466956,0.661,0.79,5.04894536184908e-43,"1","Brk1"
"Hist1h1c1",5.24497081185533e-47,0.749198601206527,0.482,0.503,9.01820281390406e-43,"1","Hist1h1c"
"N4bp11",1.14935936163131e-45,0.595569835493736,0.521,0.585,1.97620848638888e-41,"1","N4bp1"
"C5ar11",3.35138768025249e-45,0.484241720799908,0.371,0.312,5.76237597742613e-41,"1","C5ar1"
