"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"B930036N10Rik",1.02893553176926e-07,0.259546415586078,0.436,0.216,0.00176915175332406,"14","B930036N10Rik"
"Ptp4a3",1.23884820758251e-07,0.310697754614561,0.321,0.137,0.00213007560811736,"14","Ptp4a3"
"Ankrd13a",1.48092865708496e-07,0.496079468380802,0.692,0.516,0.00254630873299188,"14","Ankrd13a"
"Nbeal21",1.53290316023563e-07,0.290849060903381,0.462,0.24,0.00263567369370915,"14","Nbeal2"
"Uba524",1.54601752556497e-07,0.447693626410647,0.705,0.518,0.00265822253345641,"14","Uba52"
"Rabac12",1.67337786335084e-07,0.295758899286613,0.859,0.78,0.00287720589824543,"14","Rabac1"
"Add31",2.02616071600565e-07,0.513118610905731,0.564,0.374,0.00348378073510012,"14","Add3"
"Rab11a",2.09947741649655e-07,0.415392270263822,0.795,0.636,0.00360984146992417,"14","Rab11a"
"Taldo13",2.1027685394481e-07,0.330874518894541,0.974,0.897,0.00361550022672707,"14","Taldo1"
"Tmed9",2.18229704508089e-07,0.428702938120551,0.718,0.605,0.00375224153931208,"14","Tmed9"
"Abhd17c",2.47742300646158e-07,0.432132462101666,0.423,0.219,0.00425968111731004,"14","Abhd17c"
"Ier23",2.49690817242771e-07,0.359145384673593,0.692,0.444,0.0042931839116722,"14","Ier2"
"Csf2rb24",2.63334656880799e-07,0.606197917896808,0.808,0.63,0.00452777609040845,"14","Csf2rb2"
"Ift20",2.74635291402388e-07,0.373298877281435,0.628,0.452,0.00472207920037266,"14","Ift20"
"Fli1",2.74904114999269e-07,0.277450004648039,0.59,0.378,0.00472670135329743,"14","Fli1"
"Nop532",2.8637909375571e-07,0.515542246537593,0.654,0.461,0.00492400213803568,"14","Nop53"
"Rpl7a5",2.94281250771939e-07,0.360372096995119,0.936,0.829,0.00505987182577272,"14","Rpl7a"
"Atp5h1",3.11447188000393e-07,0.276851086381517,0.923,0.833,0.00535502295047875,"14","Atp5h"
"Pdia34",4.08844337697836e-07,0.482670043799331,0.744,0.627,0.00702966954237659,"14","Pdia3"
"Ankrd443",4.16914913161175e-07,0.388554837462691,0.628,0.413,0.00716843501689325,"14","Ankrd44"
"Hist1h1e3",4.48457938310869e-07,0.528242028199813,0.5,0.293,0.00771078579131708,"14","Hist1h1e"
"Mapkapk31",5.32413760413557e-07,0.391279067806672,0.615,0.398,0.0091543221965507,"14","Mapkapk3"
"Cct23",5.35854566533384e-07,0.387108103084173,0.731,0.567,0.00921348341697501,"14","Cct2"
"Pdk32",5.85902990655156e-07,0.387822128496743,0.5,0.291,0.0100740160213247,"14","Pdk3"
"Selenos",6.20557659301759e-07,0.419231383504644,0.705,0.57,0.0106698683940344,"14","Selenos"
"Coro1a3",6.44516336600954e-07,0.314942590478003,0.962,0.85,0.0110818138915168,"14","Coro1a"
"Mlec3",7.442082779579e-07,0.548866605305861,0.603,0.459,0.0127959171312081,"14","Mlec"
"Itm2c1",7.59455708917137e-07,0.528991514851753,0.679,0.496,0.0130580814591213,"14","Itm2c"
"Tmed32",8.66767093494675e-07,0.63782818769931,0.577,0.432,0.0149031934055474,"14","Tmed3"
"Bptf",9.89060934386715e-07,0.386610281344123,0.731,0.537,0.0170059137058452,"14","Bptf"
"Def6",1.09635405025797e-06,0.27755318319857,0.577,0.391,0.0188507115401356,"14","Def6"
"Tmbim4",1.15242347409715e-06,0.281380618674019,0.705,0.541,0.0198147692136263,"14","Tmbim4"
"Padi42",1.1962685575419e-06,0.265164951852321,0.321,0.134,0.0205686415783755,"14","Padi4"
"Clic12",1.21579719102946e-06,0.29186457322971,0.91,0.862,0.0209044169025606,"14","Clic1"
"Btk",1.2287018077105e-06,0.542682550144661,0.538,0.361,0.0211262988817744,"14","Btk"
"Ccdc122",1.28813543335483e-06,0.362227347644982,0.782,0.633,0.022148200641103,"14","Ccdc12"
"Fundc2",1.32441264121226e-06,0.345999649292756,0.603,0.435,0.0227719509530036,"14","Fundc2"
"Trim12c1",1.38528655547079e-06,0.378328327763959,0.487,0.29,0.0238186170347647,"14","Trim12c"
"Hist1h1d2",1.4063083057938e-06,0.286921022565642,0.269,0.108,0.0241800650098187,"14","Hist1h1d"
"Vcl2",1.44498812324596e-06,0.341797666339378,0.449,0.254,0.0248451257910911,"14","Vcl"
"Dgat12",1.45058944477878e-06,0.308749068657149,0.449,0.249,0.0249414349135264,"14","Dgat1"
"Gabbr1",1.52404094175285e-06,0.276521102964705,0.282,0.112,0.0262043599524986,"14","Gabbr1"
"Mxd13",1.52648098847011e-06,0.34613021003028,0.692,0.446,0.026246314115755,"14","Mxd1"
"Ckap43",1.55691386341943e-06,0.797319925883983,0.718,0.543,0.0267695769676337,"14","Ckap4"
"Def8",1.62693264226632e-06,0.375033993737817,0.333,0.164,0.0279734798511272,"14","Def8"
"C1qtnf12",1.63819445031477e-06,0.259731113149548,0.333,0.164,0.0281671153787121,"14","C1qtnf12"
"Mrps241",1.67463459966932e-06,0.380189657470015,0.692,0.583,0.0287936673067143,"14","Mrps24"
"Nqo2",1.79785463191478e-06,0.261855779354723,0.372,0.195,0.0309123125411428,"14","Nqo2"
"Rnf1301",1.88398288461994e-06,0.360912913713506,0.833,0.711,0.0323932017181552,"14","Rnf130"
"Mafg2",1.91647575421255e-06,0.443818291362778,0.731,0.563,0.0329518841179306,"14","Mafg"
"Rap1a",1.96809202030531e-06,0.311181512638305,0.782,0.678,0.0338393741971295,"14","Rap1a"
"Pyurf1",2.19576841507802e-06,0.43239554256367,0.333,0.168,0.0377540421288515,"14","Pyurf"
"Trim12a",2.36546880163915e-06,0.318993117432619,0.449,0.259,0.0406718705753835,"14","Trim12a"
"Selenoi",2.43818446282475e-06,0.437899582162471,0.346,0.177,0.0419221436538088,"14","Selenoi"
"Slc41a3",2.45343643550764e-06,0.272655723565901,0.269,0.116,0.0421843860721184,"14","Slc41a3"
"Cntrl2",2.61788572610497e-06,0.361930569126833,0.449,0.268,0.0450119271746488,"14","Cntrl"
"Lmnb13",2.84434717258726e-06,0.348924208439031,0.397,0.205,0.0489057052854653,"14","Lmnb1"
"Nin2",2.88831192888351e-06,0.386269803592422,0.603,0.434,0.049661635305223,"14","Nin"
"Kras",3.12419567846887e-06,0.315065238475697,0.564,0.385,0.0537174204955938,"14","Kras"
"Lpcat31",3.14727509912747e-06,0.441243849712999,0.551,0.378,0.0541142480543977,"14","Lpcat3"
"Cenpe3",3.34998778417079e-06,0.287061235990485,0.269,0.108,0.0575996899610326,"14","Cenpe"
"Ccdc88c2",3.45312265478868e-06,0.350201421143618,0.333,0.154,0.0593729909264366,"14","Ccdc88c"
"Chic2",3.78796224984511e-06,0.291838140431937,0.705,0.533,0.0651302229238369,"14","Chic2"
"Sub14",3.9204960408769e-06,0.363085970360218,0.872,0.817,0.0674090089268375,"14","Sub1"
"Cd483",4.00807311130366e-06,0.421167585150026,0.538,0.373,0.0689148090757551,"14","Cd48"
"Kif233",4.79011292593957e-06,0.307272463059683,0.321,0.144,0.0823612016486049,"14","Kif23"
"Atp8b41",5.26372909720506e-06,0.397748592168989,0.654,0.503,0.0905045580973437,"14","Atp8b4"
"Mboat71",6.90717522702152e-06,0.374226498539289,0.449,0.272,0.118761970853408,"14","Mboat7"
"Dlst",7.80511348207728e-06,0.329232941082537,0.615,0.468,0.134201121210837,"14","Dlst"
"Ptpn7",7.90973776248542e-06,0.299954953446772,0.59,0.433,0.136000031088174,"14","Ptpn7"
"Man2a2",8.10360074692853e-06,0.275457713740582,0.5,0.318,0.139333311242689,"14","Man2a2"
"Ssna11",8.75385240820327e-06,0.269369994574403,0.628,0.454,0.150513738306647,"14","Ssna1"
"Tagln23",8.90442819110024e-06,0.282832952010285,0.859,0.788,0.153102738317778,"14","Tagln2"
"Slc25a11",9.09262917357987e-06,0.367308036386015,0.679,0.527,0.156338666010532,"14","Slc25a11"
"Nsa24",9.5182449046647e-06,0.434431448644171,0.782,0.642,0.163656702890805,"14","Nsa2"
"Tmem1602",1.03433365359181e-05,0.344778493754717,0.756,0.603,0.177843328398576,"14","Tmem160"
"Fermt31",1.13705068266761e-05,0.290442033895847,0.782,0.608,0.195504494377869,"14","Fermt3"
"Asph1",1.14839209744949e-05,0.434303295623884,0.526,0.357,0.197454537235465,"14","Asph"
"Pcmt1",1.25075471851366e-05,0.376867525641453,0.654,0.529,0.215054766301239,"14","Pcmt1"
"Snrnp251",1.2718415153015e-05,0.290554015923979,0.462,0.299,0.21868043014094,"14","Snrnp25"
"Itgb11",1.27235824397162e-05,0.519477012915189,0.756,0.645,0.21876927646848,"14","Itgb1"
"Specc1",1.32504083692486e-05,0.466360702237697,0.474,0.314,0.22782752150086,"14","Specc1"
"Ddost1",1.40009770671814e-05,0.53529315852722,0.59,0.481,0.240732799693116,"14","Ddost"
"Tmem711",1.41197568035429e-05,0.516657986883375,0.346,0.186,0.242775098480116,"14","Tmem71"
"Vezf1",1.41723249900762e-05,0.348720525726844,0.41,0.246,0.243678955879369,"14","Vezf1"
"Phf20l11",1.68641861519622e-05,0.521912169111898,0.667,0.538,0.289962816696838,"14","Phf20l1"
"Prr132",1.78173015512354e-05,0.448634491030108,0.872,0.768,0.306350682871941,"14","Prr13"
"Dpm3",1.81530885279401e-05,0.361628478535583,0.564,0.428,0.312124204149402,"14","Dpm3"
"Rps6ka12",1.82522838450984e-05,0.361182090107746,0.603,0.449,0.313829768432622,"14","Rps6ka1"
"Sptbn12",1.93583673608932e-05,0.439997250959264,0.513,0.396,0.332847768403197,"14","Sptbn1"
"Mfsd5",2.00036798656989e-05,0.331233048211685,0.526,0.37,0.343943271610828,"14","Mfsd5"
"Ccl91",2.02044412224866e-05,0.458470627959325,0.897,0.725,0.347395162379434,"14","Ccl9"
"H2afj1",2.02186707471485e-05,0.345726855952637,0.808,0.733,0.347639824826472,"14","H2afj"
"Ssr31",2.04406068077286e-05,0.408179859813148,0.705,0.587,0.351455793452086,"14","Ssr3"
"Rpl36al6",2.19779240706953e-05,0.333701787664438,0.705,0.558,0.377888426471535,"14","Rpl36al"
"Traf3ip3",2.21455693962371e-05,0.280566891937906,0.346,0.187,0.3807709201989,"14","Traf3ip3"
"Ndufb113",2.26509772162705e-05,0.26004786548658,0.782,0.641,0.389460902256556,"14","Ndufb11"
"Tnrc6b2",2.27087925593435e-05,0.431937799483791,0.564,0.415,0.390454979265352,"14","Tnrc6b"
"Hmgb13",2.33973678225582e-05,0.461015437951682,0.859,0.789,0.402294342341066,"14","Hmgb1"
"Rnf1281",2.4512082843229e-05,0.749567816061336,0.423,0.248,0.42146075240648,"14","Rnf128"
"Ankrd27",2.53436776820901e-05,0.346524088587704,0.308,0.157,0.435759194065857,"14","Ankrd27"
"Gpi11",2.68218141869117e-05,0.265267131739607,0.91,0.781,0.46117427312976,"14","Gpi1"
"Pclaf3",2.80381650706357e-05,0.360560335067846,0.295,0.135,0.48208821022451,"14","Pclaf"
"Acyp1",2.86006542460171e-05,0.374066764129763,0.397,0.233,0.491759649106017,"14","Acyp1"
"Ndufa1",3.0423222888207e-05,0.305350726445761,0.821,0.705,0.52309689433983,"14","Ndufa1"
"Gm100762",3.06712181964552e-05,0.350214848989423,0.769,0.656,0.527360925669851,"14","Gm10076"
"Fam129a4",3.11589946719124e-05,0.294377168798939,0.551,0.363,0.535747754388862,"14","Fam129a"
"Surf4",3.15971423429271e-05,0.422578463089604,0.744,0.63,0.543281265444288,"14","Surf4"
"Snrpg3",3.29041194962928e-05,0.324095456781668,0.654,0.537,0.565753430619258,"14","Snrpg"
"Rbm34",3.35798114920847e-05,0.29149391943824,0.936,0.85,0.577371278794905,"14","Rbm3"
"Flot12",3.628834713219e-05,0.267804356606007,0.667,0.492,0.623941840590875,"14","Flot1"
"Yy11",3.79350625308112e-05,0.261934144520473,0.718,0.598,0.652255465154768,"14","Yy1"
"Sltm",3.85727470881851e-05,0.339041292513218,0.59,0.47,0.663219813434254,"14","Sltm"
"Fis11",3.95054909981583e-05,0.326581751071011,0.782,0.696,0.679257412222334,"14","Fis1"
"Aes2",4.02189323254209e-05,0.313498064748998,0.846,0.698,0.691524322403287,"14","Aes"
"Ubxn4",4.05217018288938e-05,0.343094780137304,0.744,0.608,0.696730141246001,"14","Ubxn4"
"Rab211",4.1043016628251e-05,0.316929803904724,0.756,0.601,0.705693627906148,"14","Rab21"
"Cetn2",4.28446999726225e-05,0.308728090613727,0.513,0.364,0.736671771329271,"14","Cetn2"
"Ltb4r12",4.6081513631314e-05,0.379136859632177,0.628,0.459,0.792325545376813,"14","Ltb4r1"
"St8sia42",4.66493869866897e-05,0.277450816744738,0.603,0.432,0.802089559849143,"14","St8sia4"
"Cul5",5.39833282386412e-05,0.268752467882323,0.449,0.287,0.928189345735196,"14","Cul5"
"Ostc3",5.52359561626033e-05,0.495727236781279,0.615,0.547,0.949727030259802,"14","Ostc"
"Dusp111",5.58983979313232e-05,0.28346940091834,0.628,0.482,0.961117054031172,"14","Dusp11"
"Celf22",5.64043853569286e-05,0.281334530252113,0.744,0.615,0.96981700182703,"14","Celf2"
"Polr1d2",6.23851312301209e-05,0.251211435312321,0.782,0.673,1,"14","Polr1d"
"Neurl3",6.51324070086843e-05,0.464036101651937,0.487,0.328,1,"14","Neurl3"
"Pim11",6.5226769468006e-05,0.331161907413971,0.872,0.794,1,"14","Pim1"
"Sec61g5",6.8863096269132e-05,0.264094652822866,0.859,0.767,1,"14","Sec61g"
"Higd1a",7.68632478693384e-05,0.376811481843206,0.705,0.667,1,"14","Higd1a"
"Cyp513",7.91470117824163e-05,0.327155927219816,0.538,0.376,1,"14","Cyp51"
"Zfp646",7.95638037592835e-05,0.257187866416835,0.372,0.213,1,"14","Zfp646"
"Slc9a3r1",8.13152101066855e-05,0.293953043853141,0.692,0.547,1,"14","Slc9a3r1"
"Sdf4",8.24894605527949e-05,0.29063726488817,0.731,0.646,1,"14","Sdf4"
"Selenof",8.32716775817518e-05,0.330656572560007,0.782,0.713,1,"14","Selenof"
"Dcp2",8.46972002518678e-05,0.301723807316838,0.41,0.265,1,"14","Dcp2"
"Sdf2l14",8.70594730994526e-05,0.372560658722355,0.551,0.408,1,"14","Sdf2l1"
"Ndufa62",9.16387522656306e-05,0.315730253661711,0.821,0.706,1,"14","Ndufa6"
"Rhoh",9.60741056472653e-05,0.331130736802508,0.423,0.271,1,"14","Rhoh"
"Bod1l",0.000108505094711671,0.301525576344245,0.641,0.517,1,"14","Bod1l"
"Snrpe3",0.000108978705100078,0.371151864290153,0.744,0.672,1,"14","Snrpe"
"Eif3k4",0.000110923041623603,0.306233201529206,0.782,0.689,1,"14","Eif3k"
"Acin1",0.000111227401756506,0.312631917669053,0.654,0.546,1,"14","Acin1"
"Grk62",0.000111426961441773,0.252433815070694,0.423,0.273,1,"14","Grk6"
"Stmn13",0.000115765647822908,0.587094747969438,0.423,0.27,1,"14","Stmn1"
"Arpc1a",0.000119600740040636,0.288362731598028,0.628,0.501,1,"14","Arpc1a"
"Ly6c23",0.000124680139780802,1.03823426044574,0.526,0.343,1,"14","Ly6c2"
"Pet1001",0.000129537361748083,0.297211330203359,0.667,0.529,1,"14","Pet100"
"Mki673",0.000130969883884256,0.555405506759421,0.385,0.231,1,"14","Mki67"
"Serf2",0.000132694141975401,0.251314037399633,0.987,0.95,1,"14","Serf2"
"Srpk12",0.000133150097964928,0.505971968915276,0.462,0.347,1,"14","Srpk1"
"Coro71",0.000133501843616523,0.34234818972497,0.449,0.309,1,"14","Coro7"
"Lsm62",0.000135373822536714,0.362568893406618,0.551,0.461,1,"14","Lsm6"
"Lilra62",0.000140486427601902,0.364824523459954,0.436,0.272,1,"14","Lilra6"
"Mettl7a1",0.000141307752956615,0.266270991156529,0.256,0.13,1,"14","Mettl7a1"
"Tmem258",0.000154497018205783,0.318876409052943,0.718,0.644,1,"14","Tmem258"
"Mfsd10",0.000160502454394743,0.282273123727914,0.423,0.288,1,"14","Mfsd10"
"4932438A13Rik",0.000165615776897257,0.423022610972002,0.474,0.338,1,"14","4932438A13Rik"
"Cd532",0.000166042064862837,0.345611692622256,0.923,0.844,1,"14","Cd53"
"Cdipt",0.000170861494078424,0.283550134915084,0.564,0.412,1,"14","Cdipt"
"Zfp704",0.000180757738726559,0.360239969818106,0.385,0.248,1,"14","Zfp704"
"Tecr2",0.00018212396710448,0.37624645786165,0.603,0.535,1,"14","Tecr"
"Matk",0.000182984561659272,0.251263110993197,0.256,0.131,1,"14","Matk"
"Dad12",0.000186370349672602,0.298559888833051,0.692,0.635,1,"14","Dad1"
"Micu1",0.000187583955935955,0.269065085339003,0.397,0.254,1,"14","Micu1"
"Sh2b1",0.000188414870125053,0.26458853255424,0.295,0.164,1,"14","Sh2b1"
"Hist1h4d2",0.000198795600560696,0.299844340232972,0.423,0.255,1,"14","Hist1h4d"
"Arrb22",0.000219139018999444,0.381271988160227,0.705,0.585,1,"14","Arrb2"
"Mir142hg2",0.00022429184224411,0.397243544424073,0.436,0.29,1,"14","Mir142hg"
"Mcm73",0.000235476967849036,0.284382407937251,0.269,0.139,1,"14","Mcm7"
"Mrps33",0.000241503314160776,0.262376712200372,0.679,0.596,1,"14","Mrps33"
"Dut3",0.00025284556476798,0.516726991807791,0.321,0.197,1,"14","Dut"
"Xpo61",0.000271565069280353,0.380243116878542,0.474,0.338,1,"14","Xpo6"
"Slc38a10",0.000277371306378907,0.359630314361069,0.474,0.371,1,"14","Slc38a10"
"Cyfip22",0.000286511465830634,0.355161331283211,0.5,0.356,1,"14","Cyfip2"
"Map4k42",0.00029611042460094,0.263763043496603,0.679,0.52,1,"14","Map4k4"
"March8",0.000326683360273198,0.388989812197035,0.397,0.262,1,"14","March8"
"Adss",0.000353490578601286,0.513961668413966,0.436,0.316,1,"14","Adss"
"Eif3e4",0.000373761816163725,0.272051696118199,0.705,0.579,1,"14","Eif3e"
"Tap21",0.000377308669322481,0.293493856274735,0.5,0.369,1,"14","Tap2"
"Top2a3",0.000378823456323403,0.522485073425944,0.282,0.151,1,"14","Top2a"
"Topbp13",0.000380795715865606,0.284169945186414,0.372,0.244,1,"14","Topbp1"
"Ube2e31",0.000387457180812982,0.256258748652746,0.436,0.312,1,"14","Ube2e3"
"0610030E20Rik1",0.000409861215450982,0.262744002907534,0.474,0.325,1,"14","0610030E20Rik"
"Pilrb21",0.000414957520616925,0.356593748377041,0.295,0.168,1,"14","Pilrb2"
"H2-D12",0.0004198424759476,0.305276688955419,0.962,0.886,1,"14","H2-D1"
"AB1246112",0.000431785960872929,0.301526394519676,0.538,0.41,1,"14","AB124611"
"Ppp1r35",0.000467890996563326,0.252208070299738,0.41,0.286,1,"14","Ppp1r35"
"Paip2",0.000481226083386803,0.280975767706713,0.641,0.54,1,"14","Paip2"
"Me22",0.000496837467783469,0.332675038466415,0.436,0.327,1,"14","Me2"
"Eif3m3",0.00050165042979219,0.28527832237176,0.615,0.512,1,"14","Eif3m"
"Rb1cc11",0.000523908371562857,0.266365808525333,0.615,0.483,1,"14","Rb1cc1"
"Elmo2",0.00053450354328333,0.355306980757366,0.385,0.257,1,"14","Elmo2"
"Cks1b3",0.000540356606586255,0.411752897751652,0.346,0.227,1,"14","Cks1b"
"Cdca83",0.000594798748872307,0.365981372120504,0.295,0.174,1,"14","Cdca8"
"Hspa56",0.00061354666476104,0.577376495665215,0.718,0.664,1,"14","Hspa5"
"Xpc",0.000618378109428322,0.258228941231647,0.321,0.19,1,"14","Xpc"
"Hhex",0.000636754900268616,0.290739375931856,0.41,0.284,1,"14","Hhex"
"Ssr22",0.00065473072376129,0.4128576335594,0.487,0.408,1,"14","Ssr2"
"Pdia64",0.00067147095003829,0.479622084544887,0.628,0.565,1,"14","Pdia6"
"Tram1",0.000694292463694121,0.291197378417662,0.615,0.549,1,"14","Tram1"
"Timp23",0.000739427889564471,0.47509996749489,0.705,0.58,1,"14","Timp2"
"Lilrb4a3",0.000745867475452569,0.350577040843084,0.577,0.465,1,"14","Lilrb4a"
"Ergic3",0.000746833273384719,0.273189040616136,0.551,0.43,1,"14","Ergic3"
"Cnpy2",0.000770539585159461,0.286051898935198,0.603,0.502,1,"14","Cnpy2"
"Sec31a",0.000819188944289192,0.358309601561187,0.5,0.409,1,"14","Sec31a"
"Mcm33",0.000852962935787202,0.396881865040165,0.308,0.193,1,"14","Mcm3"
"Gm10073",0.000871359921752616,0.328646923619214,0.526,0.415,1,"14","Gm10073"
"Smc23",0.000877625825505145,0.258349875007746,0.333,0.2,1,"14","Smc2"
"Sept7",0.00088843148601488,0.250854954444486,0.769,0.672,1,"14","Sept7"
"Prkar1a",0.000990897593447076,0.261375970094996,0.744,0.668,1,"14","Prkar1a"
"Gse1",0.00101201464354692,0.407653552483244,0.423,0.298,1,"14","Gse1"
"Emp32",0.00102552897084926,0.262472774970013,0.885,0.837,1,"14","Emp3"
"Ptpn9",0.00105163140328686,0.300592678182204,0.397,0.286,1,"14","Ptpn9"
"Igf1r1",0.00111687440671115,0.299967151035882,0.474,0.331,1,"14","Igf1r"
"Stk101",0.00116696214738985,0.256166417177637,0.449,0.318,1,"14","Stk10"
"Pik3cd",0.00117970843312226,0.26696530155885,0.641,0.529,1,"14","Pik3cd"
"H2afz4",0.0013129350518851,0.547812236609604,0.872,0.845,1,"14","H2afz"
"Tcp11l21",0.00131622013842323,0.283042848679646,0.269,0.154,1,"14","Tcp11l2"
"Mcm63",0.00137887074501274,0.297895763108577,0.282,0.169,1,"14","Mcm6"
"Cited23",0.00143953956723383,0.335134418668097,0.577,0.485,1,"14","Cited2"
"Rsu1",0.00157782483916371,0.3441359339295,0.654,0.584,1,"14","Rsu1"
"Nfatc3",0.00157892425827812,0.273127124783009,0.436,0.316,1,"14","Nfatc3"
"Tmem128",0.00164260762535797,0.254042273784921,0.474,0.373,1,"14","Tmem128"
"Sec62",0.00185547081651465,0.31172309383226,0.718,0.607,1,"14","Sec62"
"Sap30l",0.00207345927494088,0.251829648411186,0.474,0.368,1,"14","Sap30l"
"Gabarapl2",0.00207467598552496,0.344637937672375,0.603,0.526,1,"14","Gabarapl2"
"Fubp12",0.00223411451979858,0.261021488546695,0.603,0.527,1,"14","Fubp1"
"Hnrnpa2b13",0.00227280710407716,0.254314621364727,0.821,0.777,1,"14","Hnrnpa2b1"
"Psenen",0.00227342574449498,0.255715265152117,0.692,0.621,1,"14","Psenen"
"Pde4a",0.00230261450470922,0.26992668746466,0.256,0.155,1,"14","Pde4a"
"Cdk2",0.00234231545384898,0.294082320125856,0.308,0.192,1,"14","Cdk2"
"Fam53b",0.00235602659086948,0.315115479380355,0.359,0.246,1,"14","Fam53b"
"Dock2",0.00237257590797251,0.291021024408837,0.679,0.577,1,"14","Dock2"
"Calr6",0.00240797306867905,0.668524913353649,0.782,0.715,1,"14","Calr"
"Gab2",0.00251213238196917,0.333176608962048,0.385,0.277,1,"14","Gab2"
"Atp13a3",0.00256453012665562,0.337563997033055,0.513,0.436,1,"14","Atp13a3"
"Hist1h2ap3",0.00278285848773378,0.540341738845601,0.308,0.19,1,"14","Hist1h2ap"
"Kcnq1ot13",0.00297747528382576,0.380157252278554,0.449,0.358,1,"14","Kcnq1ot1"
"Mcrip1",0.00306481767570715,0.28609257601748,0.526,0.418,1,"14","Mcrip1"
"Prpf4b",0.00314426343732098,0.281015612369393,0.577,0.482,1,"14","Prpf4b"
"Fam208a",0.00320915365169831,0.31608197868554,0.372,0.262,1,"14","Fam208a"
"Sh3kbp1",0.00325215183897977,0.307313492644456,0.564,0.477,1,"14","Sh3kbp1"
"Ppia6",0.00345491310341926,0.283151045944646,0.885,0.897,1,"14","Ppia"
"Hnrnph1",0.00350571325933063,0.306975245890928,0.577,0.523,1,"14","Hnrnph1"
"Hnrnpa15",0.00368667282058199,0.274810768135492,0.564,0.514,1,"14","Hnrnpa1"
"Srsf23",0.00376760883171485,0.270571401399752,0.641,0.617,1,"14","Srsf2"
"Ugcg",0.00401252521584721,0.366181715490343,0.346,0.255,1,"14","Ugcg"
"Fkbp24",0.00409936577069114,0.27193753030155,0.603,0.517,1,"14","Fkbp2"
"Dhcr242",0.00425265944684595,0.291201434480341,0.474,0.366,1,"14","Dhcr24"
"Anxa112",0.00442064221502028,0.354913175727641,0.628,0.552,1,"14","Anxa11"
"Smim11",0.00446507559435603,0.315369816085418,0.474,0.389,1,"14","Smim11"
"Zfp746",0.00448969175790086,0.300597674128967,0.269,0.169,1,"14","Zfp746"
"Paxbp1",0.00455710028443428,0.267854668350541,0.41,0.309,1,"14","Paxbp1"
"Tbcel",0.00462254762198325,0.250195782323892,0.269,0.174,1,"14","Tbcel"
